url,title,price,short_description,full_description
http://www.amazon.com/100W-Bulb-Lamp-13000Lm-6000K/dp/B012GZ4R46,"100W, LED Bulb Lamp, 13000Lm, 6000K, IP40, E39, UL.",$124.95," AMAZING AMOUNT OF LUMENS PER WATT: Our LED CORN BULBS provide 128 (yes!, 128!) lumens per watt! If you are looking for the right brightness, these are the right lamps.
 IDEAL FOR A VARIETY OF APPLICATIONS: Ideal for Warehouses, Retail Stores, Supermarkets and any other place to replace indoor HID lamps.
 EXTREMELY LONG LIFESPAN: Our LED's will last more than 70,000 hours, around 11 years if used 12 hours a day. FACT: You will start noticing a decrease in the brightness of the bulb ONLY after 50,000 hours of use!
 AND THERE'S MORE: Universal voltage 90-277 Volts AC. Instant On. 5 Year Warranty. UL listed, & RhOS. Top of the line Customer Service. SAMSUNG chips. We don't use unbranded Chinese LED chips. Our SAMSUNG LED chips are a small (but a HUGE) part of our success!","100W *HIGH LUMEN OUTPUT: 13,000 LUMEN. REPLACE UP TO 450 WATT HID. We use Original SAMSUNG LM561B LED chips for all our corn bulbs for higher lumen output durability and reliability, which translates into more security, peace of mind and economy. Illumination efficiency is 128 Lumen/Watt. *UNIVERSAL VOLTAGE 90-277 VAC. We also carry 480v. Please contact us if you need that voltage. Our corn LED bulbs use an internal driver allowing direct connection to the power line without the need of complicated external connections. MOGUL BASE (E39) *BEST AVAILABLE COMPONENTS IN THE ELECTRONIC INDUSTRY. All our drivers use RUBYCON capacitors, FAIRCHILD semiconductors and JAE Japanese connectors, which are known for unsurpassed quality and long life. *LARGE THERMAL SURFACE, larger than any of our competitors to eliminate heat in efficient manner, which prolongs the life of all electronic components, end result is longer life for the corn bulb. *IP40 Rating: These corn bulbs are suitable for indoor aplications and they must be used in OPEN fixtures. Failure to use them under ths specifications will decrease the life of the bulb and void ts warranty. *5 YEAR WARRANTY. All LEDRADIANT products carry a 5 year warranty. * COLOR TEMPERATURE: 6000K (Cool White) *REPLACEMENTS: Replaces up to 600 Watt HID . APPLICATIONS: Excellent to be used in patios, Parkings sport couts, and any place with pole mount fixtures. WIRING: Direct replacement for CFL or incandescent. If you are replacing an HID or HPS, the ballast must be bypassed."
http://www.amazon.com/Bright-White-4500k-Integrated-Light/dp/B014N491VM,"18w 3 Feet Bright White 4500k Integrated LED Light Tube - Frosted, 1600 Lumens (100w Equivalent), 110v or 220v, with 110v Cable & Switch",$26.95," Bright White ~4500k Light Color for Enhanced visibility, and Frosted Lens for even lighting.
 Equivalent to 100w Incandescent lighting
 Works on 120v or 240v circuits & Includes 110v Cable & Switch
 Great under Kitchen Cabinets, in closets, garages, workshops, kitchens, etc.","These are light weight, super bright, easy to handle (no glass), long lasting, and easy to install lights. They can be installed permanently or temporarily as they are completely self contained light fixtures that operate on 110v or 220v circuits. 

 The most outstanding traits of LED lighting its ability to operate using half the power of florescent lights and 1/7th the power of incandescent lights to create the same amount of light making these the most power saving and eco-friendly lights on the market. 

 The life of LED lighting is another great feature over florescent and incandescent lighting. LEDs have an increased average lifespan of 50,000+ hours compared to fluorescent at 8,000 hours and to incandescent at 1,200 hour average life. 

 LED lights are very consistent as they don't flicker; start instantly, and are not affected by temperature like florescent lights. They don't create any UV or IR radiation, and operate in a wide range of temperatures (-25°F to 140°F / -32°C to 60°C). 

 These lights are cool to the touch although if you hold your hand close to the light you will feel the heat of the light on your hand. The heat is from the light itself and if you then touch the light fixture, it is cool to the touch because of the low power consumption of the LEDs. Similar florescent lights feel warm to the touch as they typically produce 50% more heat for a given amount of light produced. 

 For general lighting we recommend the bright white ~4500k color range with frosted lens, however these lights come in warm white ~3000k which is slightly yellow like incandescent lights, bright white ~4500k which looks pure white, and daylight ~6500k which is slightly blue and can be a bit harsh. Lens also comes in clear which is more efficient but a bit harsh if directly viewed, so frosted lenses are more common as they defuse light for a more natural look."
http://www.amazon.com/Feit-Electric-FIT979-Utility-Temperature/dp/B016LB65A0,"Feit Electric FIT979 4' LED Utility Shop Light with Pull Chain On/Off Switch, 3700 lm, 4000K Color Temperature",$49.89," 4 Foot LED electric shop light with pull cord - energy star
 38 Watt, 3700 lumens, color temperature 4000 k
 Common applications: garages, basements, game rooms, utility rooms
 Dimensions: 47.26"" L x 4.9"" W x 1.65"" H","This 4ft. LED shop light with chain requires no lamps to replace and lasts up to 50,000 hours. Perfect for hanging or flush mount installation. Ideal for Use in garages, basements, game rooms, or utility rooms. Easy plug-in fixture, no humming, ultra light weight design, saves up to $275 in annual energy costs. Specs: 47.26 In (120 cm) long, energy Used 38 watts, light output 3700 lumens, life approximately 50,000 hours, color temperature 4100 degrees K."
http://www.amazon.com/Hanging-Plugin-Fixture-Replacement-Fluorescent/dp/B00Q5L3GAY,White 40W 4 Ft. Hanging Plugin Shop Light Fixture 2x LED T8 20w Tubes Replacement for (4) 32W Fluorescent Bulbs- 6500K,$59.99," 2200 Lumen (4400 Lumen Total)
 Chain Mount with 5 ft. Power Cord
 6,000 - 6,500 Kelvin
 No ballast Needed. Fixture has been completely modified for LED bulbs.",This is a shop light ceiling fixture with a set of 2 LED T8 24 Watt Bulbs included (40W Total). These bulbs work as an Eco-friendly and cost efficient replacement for four 32 - 40 Watt (128w - 160w total) Fluorescent T8 bulbs. This fixture requires no modifications at all. All of the necessary conversions have been completed. . • 20 Watts (40 Watt Total) • 2200 Lumen (4400 Lumen Total) • LED Quantity: 96pcs per bulb LED Chip Model: SMD2835 • 6500 Kelvin • Voltage: 85V ~ 265V • 0.2 Watts per LED • 4 Foot / 48 Inch / 120 CM Long • Elliptical / Milky Cover
http://www.amazon.com/DLLL-Detection-Performance-Warehouses-Basements/dp/B013HYUYNS,"DLLL E27 7W PIR Infrared Motion Detection Sensor & Light Sensor LED High Performance Energy Saving White Light Bulb For Rooms,Home Bedroom,Warehouses,Basements,Garages,Driveways,Security Areas",$17.55," Suitable for home bedroom, household corridor, veranda, home balcony, toilets, underground parking lot, office & shop, etc.
 Automatically turn on if the infrared detector detects changes such as when someone walks into its area of detection.
 With a photosensitive internal switch that only allows the light to be activated on when the ambient light is low or dark.
 The light will last for about 30-45 seconds after the infrared detection ceases or the sound stops.","Features: 
 Base: E27 
 Material: flame-retardant ABS body + PC cover 
 Emitter type: 30pcs SMD 2835 LED 
 Light color: White 
 Color temperature: 6000-6500K 
 Sensor angle: 90° 
 Sensor distance: 4 - 6 meters 
 Voltage: 100V - 240V AC 
 Power: 7W (standby power 0.05W) 
 Luminous flux: 500-560 lm 
 Lamp Diameter: 10.8 cm 
 Lamp Height: 8.2 cm 
 Attentions 
 1. It should work at the working temperature of -10°C~+35°C. 
 2. Do not install in humid or vibrated locations, do not near the fire or hot air flow or any places with much water vapor. 
 3. Sensitivity will decrease and sense distance will be shortened when temperature goes up. 
 4. It is not suitable for aiming and electric dimmer switches. 
 5. It is not suitable for sealed ceiling recessed lights indoors. 
 6. The lamp will not work when the illumination over 7 Lux. 
 7. The item can be less sensitive if you go forward the detector, but it can be sensitive if you go down the cross section. 
If the person stop moving under the motion sensor, it can't light on also."
http://www.amazon.com/Lithonia-Lighting-1292L-Worklight-Silver/dp/B00KXBF0I8,"Lithonia Lighting 1292L LED Worklight, Silver",$63.99," Energy efficient led technology allows you to save money on your energy bill
 Steel construction in matte silver
 40w led; included
 120 volt led driver
 Includes adjustable steel hanger cables and 5 foot cord","Lithonia lighting's 4' gray led chain-mount shoplight provides energy-efficient task or general purpose lighting for utility applications like workshops, garages and basements. Integrated leds eliminate the need for light bulbs, have a 50,000 average life span and offer 35% energy savings over a t12 fluorescent fixture. Built for durability and flexibility, this steel constructed fixture has an adjustable mounting angle and includes chain and ""s"" hooks for easy installation."
http://www.amazon.com/000K-Cool-White-Lumens-Edison/dp/B00NYAG020,"6,000K Cool White 8 Watt LED Corn Bulb 850 Lumens Edison Base (E26)",$24.95," UNBEATABLE AMOUNT OF LUMENS PER WATT: With 2 series of chips that provide 110 and 130 (yes! 130) lumens per watt, we have corns for every budget! If you are looking for the right brightness, these are the right bulbs. Omnidirectional, 360°, brightens a large area all around.
 IDEAL FOR A VARIETY OF APPLICATIONS: Ideal for Warehouses, Gas Stations, Building surroundings, Parking Garages, Parking Lots and more. Our BMR and BER series are IP64 and suitable for wet locations. Indoor and Outdoors.
 EXTREMELY LONG LIFESPAN: Our LED's will last more than 50,000 hours, around 11 years if used 12 hours a day. This means that ONLY after 50,000 hours of use you will start noticing a decrease on the brightness of the bulb. Try asking that to a CFL!
 AND THERE'S MORE: Universal voltage 90-277 Volts AC. Instant On. 5 Year Warranty. UL & RhOS. Top of the line Customer Service. SAMSUNG chips. We don't use unbranded Chinese LED chips. Our SAMSUNG LED chips are a small (but a huge) part of us!","*LUMEN OUTPUT: 1040 LUMENS. REPLACE UP TO 75 WATT Incandescent or 23 WATT CFL. We use Original SAMSUNG LM561B LED chips for all our corn bulbs for higher lumen output durability and reliability, which translates into more security, peace of mind and economy. Illumination efficiency is 110 Lumen/Watt. *UNIVERSAL VOLTAGE 90-277 VAC. Our corn LED bulbs use internal driver allowing direct connection to the power line without the need of complicated external connections. EDISON BASE (E26) *BEST AVAILABLE COMPONENTS IN THE ELECTRONIC INDUSTRY. All our drivers use RUBYCON capacitors, FAIRCHILD semiconductors and JAE Japanese connectors, which are known for unsurpassed quality and long life. *LARGE THERMAL SURFACE, larger than any of our competitors to eliminate heat in efficient manner, which prolongs the life of all electronic components, end result is longer life for the corn bulb. *COMPACT SEALED DESIGN TO AVOID INTRUSION OF DIRT, WATER AND BUGS. LEDRADIANT LED corns BER and BMR series are rated IP64, the higher the IP marking the higher the Intrusion Protection factor. *5 YEAR WARRANTY. All LEDRADIANT products carry a 5 year warranty. APPLICATIONS: Excellent to be used in patios, parking garages, hallways, stairways inside floodlights and more. WIRING: Direct replacement for CFL or incandescent. If you are replacing an HID or HPS, the ballast must be bypassed."
http://www.amazon.com/000K-Cool-White-Lumens-Mogul/dp/B00NY98ECU,"6,000K Cool White 45 Watt LED Corn Bulb 4,900 Lumens Mogul (E39) Base",Not Found," UNBEATABLE AMOUNT OF LUMENS PER WATT: With 2 series of chips that provide 110 and 130 (yes! 130) lumens per watt, we have corns for every budget! If you are looking for the right brightness, these are the right bulbs. Omnidirectional, 360°, brightens a large area all around.
 IDEAL FOR A VARIETY OF APPLICATIONS: Ideal for Warehouses, Gas Stations, Building surroundings, Parking Garages, Parking Lots and more. Our BMR and BER series are IP64 and suitable for wet locations. Indoor and Outdoors.
 EXTREMELY LONG LIFESPAN: Our LED's will last more than 50,000 hours, around 11 years if used 12 hours a day. This means that ONLY after 50,000 hours of use you will start noticing a decrease on the brightness of the bulb. Try asking that to a CFL!
 AND THERE'S MORE: Universal voltage 90-277 Volts AC. Instant On. 5 Year Warranty. UL & RhOS. Top of the line Customer Service. SAMSUNG chips. We don't use unbranded Chinese LED chips. Our SAMSUNG LED chips are a small (but a huge) part of us!","*LUMEN OUTPUT: 4,900 LUMENS. REPLACE UP TO 200 WATT HID or 250 WATT CFL. We use Original SAMSUNG LM561B LED chips for all our corn bulbs for higher lumen output durability and reliability, which translates into more security, peace of mind and economy. Illumination efficiency is 110 Lumen/Watt. *UNIVERSAL VOLTAGE 90-277 VAC. Our corn LED bulbs use internal driver allowing direct connection to the power line without the need of complicated external connections. MOGUL BASE (E39) *BEST AVAILABLE COMPONENTS IN THE ELECTRONIC INDUSTRY. All our drivers use RUBYCON capacitors, FAIRCHILD semiconductors and JAE Japanese connectors, which are known for unsurpassed quality and long life. *LARGE THERMAL SURFACE, larger than any of our competitors to eliminate heat in efficient manner, which prolongs the life of all electronic components, end result is longer life for the corn bulb. *COMPACT SEALED DESIGN TO AVOID INTRUSION OF DIRT, WATER AND BUGS. LEDRADIANT LED corns BER and BMR series are rated IP64, the higher the IP marking the higher the Intrusion Protection factor. *5 YEAR WARRANTY. All LEDRADIANT products carry a 5 year warranty. APPLICATIONS: Excellent to be used in patios, parking garages, hallways, stairways inside floodlights and more. WIRING: Direct replacement for CFL or incandescent. If you are replacing an HID or HPS, the ballast must be bypassed."
http://www.amazon.com/DLLL-Warehouses-Basements-Driveways-Cupboards/dp/B013HFWCZK,"DLLL E27 Warm White 23 LED Light Lamp PIR Auto Motion Sensor Detector For Rooms,Warehouses,Basements,Garages,Driveways,Security Areas,Stairs,Cupboards",$12.99," This bulb has a photosensitive internal switch that only allows the light to be activated on when the ambient light is low or dark.
 At this time this light will turn on automatically if the infrared detector or sound detecter detects changes in its patter, such as when someone walks into its area of detection.
 The light will last for about 30-60 seconds after the infrared detection ceases or the sound stops.
 Great for use in wardrobes, kitchens, stairs, cupboards, etc.","Specifications: 
 23 x Light Emitting Diodes 
 Light color: warm white 
 Working voltage: 220V-240V AC 
 Type: E27 
 Power: 2W 
 Color temperature: 3200K 
 Beam angle: 120° 
 Luminous flux: 120LM 
 Range: 3 m 
 Size: 60 x 85 mm 
 This single bulb contains 23 individual light emitting diodes. 
 Package Included: 
 1 X E27 Light Bulb"
http://www.amazon.com/Lithonia-Lighting-1290L-Worklight-White/dp/B00NP2RD64,"Lithonia Lighting 1290L LED Worklight, White, 4'",$49.97," Energy efficient led technology allows you to save money on your energy bill
 Steel construction in matte white
 25 w 4000K led; included
 120 volt led driver
 5 ft. 120-Volt power cord included for ease of installation","Lithonia Lighting's white led chain-mount shop light provides energy-efficient task or general purpose lighting for utility applications like workshops, garages and basements. Integrated leds eliminate the need for light bulbs, have a 50,000 average life span and offer 35% energy savings over a T12 fluorescent fixture. Built for durability and flexibility, this steel constructed fixture has an adjustable mounting angle and includes chain and ""s"" hooks for easy installation."
http://www.amazon.com/2-pack-4ft-Shop-Light-5000K/dp/B0159ERJLO,2-pack 4ft LED Shop Light 36W 5000K,$145.12," 1. Suspend from ceiling (mounting hardware included)
 2. Plug in power cord (included)
 3. Pull ON/OFF chain link switch
 Set of 2 workshop lights"," Easy to use on/off switch  Simplistic design for easy AC installation  T8 Portable Fixture - Ergonomically designed for portability in residential, shop, garage, and warehouse applications. Fully assembled and ready to install!  Rubycon capacitor and back up capacitor  Aluminum alloy for improved heat dissipation  Ambient Temperature -40°F to 122°F  Long lifespan of 50,000 hours"
http://www.amazon.com/Snap-922261-2000-Lumens-Light/dp/B00OJOCDJO,Snap on 922261  2000 Lumens LED Work Light,$44.73," 2000 lumens led long lasting, durable super bright LED's; integrated led bulbs never need replacing
 Low power consumption; sealed on/off switch; for indoor/outdoor dry location
 Ergonomic padded carry handle; low energy led light stays cool to the touch
 Adjustable angle knobs allow easy tilting of the light
 Cord lenth:6 ft.(1.8m) plug type: grounded 3-prong","This Snap-on LED work light has an output of 2000 lumens. The revolutionary designed LED work light allows the Snap-on work light to remain cool to the touch when in use. LED lighting systems don't radiate heat the way an incandescent or halogen light bulb does which makes it a safer light source as it does not become excessively hot to the touch when in operation. This incredibly bright LED work light can also can be paired with additional an Snap-on work light or group of work lights to provide the ultimate lighting solution for 1000's of applications such as photography, video, construction, automotive repairs, sports and so much more. This light is lightweight and provides easy mobility making it extremely easy to transport to job sites and move around when in use. Snap-on LED work light (25W). No. of LED's:46, color temperature:5000k, usage: dry location cord lenth:6 Ft.(1.8M), plug type: Grounded, 3-Prong lumens:2000 lms."
http://www.amazon.com/76-Watt-15000-Lumen-GARAGE-4-Light-Fixture/dp/B011OZUCVQ,76-Watt 15000-Lumen SOFT WHITE (3000K) LED GARAGE LIGHT/SHOP LIGHT in 4-Light Fixture,$354.99," 120Vac 76Watts 15000lumens -- EXTRA SUPER BRIGHT with NO HEAT & NO BALLAST.
 Delivers 15000lumens for ONLY 76Watts of power -- WOW, 76 WATTS FOR 15000 LUMENS!!!
 CAN BUY JUST THE KIT for DYI (Buy Fixture from Home Depot or LOWES)
 Contact us (email: sales@solara-usa.com) for the KIT","We are the MANUFACTURER of ALL of our LED Lights (Designed in California, Manufactured in Texas -- USA). We provide Customer Support and Technical Support (Ph#1-562-881-5810 PST). SOFT WHITE LED (3000K color temperature). ONLY 72Watts for 15000lumens. For 35000 hours, 4 years if run 24/7/365. 12 years if run 8hrs/day. LIVE Customer Service (Ph# 562-881-5810 PST) USA."
http://www.amazon.com/Voice-activated-Light-controlled-Induction-Holder-Switch/dp/B00XOQ10E2,E27 Voice-activated Light-controlled Induction Lamp Holder Base Switch,$6.37," Specification: Item Type: Lamp Base Rated Voltage: 175-250V~50HZ Rated Current: 6A Power Source: AC Load Power Below 60W Color: White Base Type: E27 Body Material:ABS Light Source: Incandescent Bulbs,Energy-Saving Lamp, LED Bulbs Control Mode: Voice-activated, Light-controlled Delay time : 25- 60s Diameter : 75mm Features: Energy saving, long life, safe and reliable No switch, using the voice-activated and light-controlled Induction device Only in the dark conditions , the lamp will light up au
 tomatically when it detects the sounds, and it will shut down after 60 seconds. And the lamp don 't light up when in the day. Suitable for energy saving lamp, incandescent lamp, LED bulbs Can be used in corridor, bathroom, garage, hotel, warehouse, etc. Package Included: 1 x E27 Induction Lamp Base","Specification: ItemType:LampBase RatedVoltage:175-250V~50HZ RatedCurrent:6A PowerSource:AC LoadPowerBelow60W Color:White BaseType:E27 BodyMaterial:ABS LightSource:IncandescentBulbs,Energy-SavingLamp,LEDBulbs ControlMode:Voice-activated,Light-controlled Delaytime:25-60s Diameter:75mm  Features: Energysaving,longlife,safeandreliable Noswitch,usingthevoice-activatedandlight-controlledInductiondevice Onlyinthedarkconditions,thelampwilllightupautomaticallywhenitdetectsthesounds, anditwillshutdownafter60seconds.Andthelampdon’tlightupwhenintheday. Suitableforenergysavinglamp,incandescentlamp,LED bulbs Canbeusedincorridor,bathroom,garage,hotel,warehouse,etc.  PackageIncluded: 1 x E27 Induction Lamp Base"
http://www.amazon.com/Wall-Control-Pegboard-Organizer-Storage/dp/B00FEVXNWW,"Wall Control Hobby Craft Pegboard Organizer Storage Kit, White/Black",$111.96," Metal
 Made in US
 Installs in minutes and more than 10 times stronger than conventional craft pegboard
 Pegboard accepts conventional 1/4in pegboard pegs and accessories
 Pegboard accepts Wall Control slotted tool board pegs and accessories","The Wall Control Pegboard Hobby Craft Garage Pegboard Organizer Storage Kit offers maximum tool board storage versatility and strength. The two 16in x 32in White powder-coated metal pegboard panels combine for a total tool storage area of 32in x 32in, or over 7 Square Feet of pegboard storage space. These attractive Metal Pegboard Panels are also great for heavy duty pegboard storage needs due to their 20 gauge steel construction which makes them over 10 times stronger than conventional pegboard creating an industrial grade tool storage solution that will last a lifetime. The Wall Control metal pegboard panels offer both slots and holes to accept slotted tool board accessories as well as conventional 1/4in peg board hooks making this pegboard extremely versatile by offering the user multiple options with toolboard and pegboard accessory selection. The patented engagement of the slotted tool board hooks included improves hook security for more hassle free tool storage. These versatile, durable, and high strength metal pegboard panels are an easy-to-use tool storage solution for any hobby and craft room, garage, shop, or tool crib. The White powder-coated metal pegboard panels are easy to install into studs or flat surfaces with pre-drilled mounting holes on 16in centers. A built-in frame return flange provides ample hook clearance and full access to all holes without requiring additional framework or using up pegboard holes for mounting. Mounting hardware is also included. Wall Control Pegboard Products are Made in the USA.   The Metal Pegboard Hobby Craft Garage Pegboard Organizer Storage Kit Includes: (2) Combo Metal Pegboard Tool Boards 32in Tall x 16in Wide (covers 32in x 32in Total) (1) 9in shelf assembly with shelf dividers (1) 6in shelf assembly (1) spray can holder assembly (holds 4 cans) (3) plastic bins with bin hanger (10) assorted hooks and brackets Slotted Toolboard Accessories are in Black. Tools and Tool Sets Not Included."
http://www.amazon.com/ATD-Tools-80318-Cordless-Rechargeable/dp/B0097TWG3Y,ATD Tools 80318 Saber II 18-SMD LED Cordless Rechargeable Work Light,$33.03," Compact and tough
 Impact-resistant design
 UL listed wall charger included
 Ergonomic grip handle and bumper","This Cordless Work light has bright, long lasting SMD LED bulbs. The auto discharge shut-off and overcharge protection prolongs the life of the Lithium-ion rechargeable battery. It also has a 360-degree rotating hook and provides up to 3 hours of continuous use."
http://www.amazon.com/Feit-Electric-Utility-Lumens-2-pack/dp/B013HCZJDK,Feit Electric 4' LED Utility Shop Light 38 Watts 3700 Lumens 2-pack,Not Found,,"This 4ft. LED Shop Light with chain requires no lamps to replace and lasts up to 50,000 hours. Perfect for hanging or flush mount installation. Ideal for use in garages, basements, game rooms, or utility rooms. Easy plug-in fixture, no humming, ultra light weight design, saves up to $275 in annual energy costs. Features: Actual Wattage: 38 Life Hours: 50,000 Lumens per Watt: 97 Brightness (Lumens): 3700 Color Temp: 4100K Packaging: includes 2 Shop Lights with chain individually packed Finish: White Lens: Frosted Bulb Type: LED Usage: General Purpose & Task Lighting Common Applications: Garages, Basements, Game Rooms, Utility Rooms Energy Star: Yes RoHS: No Dimensions: 47.26"" L x 4.9"" W x 1.65"" H Life Years: 45.7 Volts: 120 Estimated Yearly Energy Cost: $4.58 * Life is based on 3 hrs/day ** Estimated Yearly Energy Cost is based on 3 hrs/day, 11¢/kWh. Cost depends on rate and use."
http://www.amazon.com/Woods-3-Gauge-Trouble-75-Watt-50-Foot/dp/B0067NJIH0,"Woods 0682 18/3-Gauge SJTW Trouble Light with Metal Guard & Outlet, Orange, 75-Watt, 50-Foot",$33.99," 18-AWG cord accepts 75-Watt bulbs, built-in circuit breaker on plug
 Dual hook system which permits hanging the work light by either the guard or handle
 50-foot SJTW cord intended for temporary lighting at job sites, workshops, garages, and other work areas
 PVC jacket with metal bulb guard provides superior abrasion, oil, chemical and water resistance
 Featuring 3-prong plug and outlet built into handle with comfort grip","Woods 0682 18/3-Gauge 75-Watt SJTW Trouble Light with Metal Guard & Outlet, Orange, 50-Foot. 18-AWG cord accepts up to 75-watt bulb maximum. Dual hook system which permits hanging the work light by either the guard or handle. 50-foot SJTW cord intended for temporary lighting at job sites, workshops, garages, and other work areas. PVC jacket with metal bulb guard provides superior abrasion, oil, chemical and water resistance. Featuring 3-prong plug and outlet integrated into handle for versatility. Light duty cord for easy handling and less tangles while working. Includes standard power switches and bulb cage for fast light bulb changes. Industry approvals: UL Listed. The Woods (R) brand is a registered trademark of Coleman Cable Inc."
http://www.amazon.com/Corn-Light-Replacement-UL-Listed-Compliant/dp/B016IQDYTI,"SuperLED Street Lighting SMD3528 LED Corn Light Bulb, E40 Mogul Base, 100W (350 Watt Replacement) Daylight 5000K, 360° Flood Light, Internal Driver, UL-Listed and RoHS Compliant",Not Found," 2 Year Warranty. 50,000+ rated hours lifespan. World widely used input voltage 85-265V and 50/60Hz. Fits with any standard large mogul (E40) screw base
 100W Led Corn Light Energy saving high power LED light to replace the conventional CFL bulb 350W. Save 80% in electricity consumption compared with conventional street light, CFL, Incandescent light
 No need starter and ballast. No uv or IR in the beam, Instant start, No flickering, No humming
 Constructed with heavy-duty corrosion resistance die-cast, the LED Street Light are UL-classified to avoid electrical shock and fire hazard
 Easy to install and operate. Widely used in street, warehouse, garage, garden, home, office, shop, hotel, hospital, school etc","Enhance your outdoor or indoor environment with the brand SuperLED® high lumen street lamp. HiqLED has strived to engineer an energy-efficient yet simple and beautiful light - the result is the LED Corn Light series providing a wide range of wattages. The street lights are available with both large screw base (E40) as well as medium screw base (E27). The lights can replace any 80W-300W high intensity discharge (HDS) or low pressure sodium (LPS) luminaires. With 50,000+ rated hours of lifetime, the bulb will last 23 years with 4 hours of usage per day. Commercial and industrial grade - constructed with heavy-duty corrosion resistance die-cast. 



Advantage
 • Energy saving high power LED light to replace the conventional CFL bulb 
 • No need starter and ballast. No uv or IR in the beam, Instant start, No flickering, No humming 
 • Light is soft and uniform, safe to eyes 
 • No uv or IR in the beam 
 • Cool light, No heat emission 
 • Instant start, No flickering, No humming 
 • Easy to install and operate 
 • Green and eco-friendly without mercury 
 • It's major to replace the CFL with screwed lamp base directly 
 • 80% more energy saving compared with conventional street light, CFL, Incandescent light 
 • Special surface design with arc, make sure the radiation diameter on the ground is accord with the standards for size 


Specification
 Item type: Corn LED Light 
 Power: 100W 
 Body material: Aluminum 
 Base Type: E40 
 Beam Angle: 360° 
  Certification: CCC,CE,FCC,RoHS 
 Rated Hours: Above 50,000 
 Voltage: AC 85~265V 50-60Hz 
 Operation temperature: below 60 degree 


Notice
 • Make sure to cut off the power before install the led corn bulb. 
 • The Led Corn Bulb series could not use in the unventilated fixture."
http://www.amazon.com/Edigital-Keyless-Electronic-Knob-Finish/dp/B006HSGTA4,Edigital Keyless Electronic Knob Lock Finish: Satin Chrome,$98.37," Program and change 410 digit codes at the touch of a button.
 Auto locking function improves security and convenience #40;Can be Disabled#41;.
 Battery powered no messy wiring.
 Easy to install.
 Fits regular door preparation #40;2 1#47;8 in.#41;.","E-930-SC-R Finish: Satin Chrome Features: -Easy to install. -Low battery indicator. -Program and change 4 - 10 digit codes at touch of button. -Auto-locking function improves security and convenience. Generic Dimensions: -Inside dimensions: 7.25"" H x 2.75"" W x 1.75"" D (with trim plate). -Outside dimensions: 5.5"" H x 3.13"" W x 1.19"" D (with trim plate). Dimensions: Overall Height - Top to Bottom: -7.25 Inches. Overall Width - Side to Side: -3.13 Inches. Overall Depth - Front to Back: -1.75 Inches. Overall Product Weight: -3 Pounds."
http://www.amazon.com/Daylight-Pir--60-Incandescent-Replacement-Activated/dp/B011NGASCY,"LOHAS® A19 9 Watt LED Bulbs--75W Incandescent Bulbs Equilvalent, Soft White 3000K LED Light Bulbs 720 Lumens, E27/E26 Base LED Bulb for Home Lighting, Black Color",$6.99," High brightness and low power consumption Provides over 30,000 hours life span;1-Year Warranty Free Replacement Guarantee
 NOT Dimmable, Not suitable for totally enclosed fixtures;
 May interfere with some electronic devices such as occupancy sensors, timing devices, photo controls
 May be you need to use an non illuminated switch which will not cause the flicker.","Specifications:
 Condition: Brand new 
 Package include: A piece of 9W E27 LED Golfball Lights 
 Color: Soft white(2800-3500K) 
 Luminous Intensity: 720LM 
 Material: High-impact Alumium 
 Input Voltage: 110V 
 LED Working Temperature:-25degree - +6degree 
 Beam Angle:360 degree 
 Life Span:30000 hours 

Features:

Eco-Friendly.Universal custom energy efficient lighting and environmentally friendly. 

Save electricity bill.Save power more than 80% by ordinary bulbs. 

Shockproof and vibration proof.Easy to install, Can be easily fitted 

Ultra bright.Provides approximately 720 lumens of light, illuminating your environment around you. 

Reduce re-lamp frequency.Use original Soft White when you need a light without glare and harsh shadows. 

Applications: 
 Landscape accent spot lighting, display case accent lighting. 
 Artwork lighting, mood lighting, shop-windows , general lighting. 
 Hotel, cafe or other architectural lighting. 
 Indoor and outdoor decorative lighting. 
 Garden lighting , shop lighting , down lighting. 
 Living lighting, dining room lighting, bedroom lighting. 
 Ideal for illuminating homes, offices, workplaces, etc."
http://www.amazon.com/Designers-Edge-H11056-1200-Watt-Replacement/dp/B005I19ICC,Designers Edge H11056 10-Inch 1200-Watt Replacement Tungsten Heat Lamp Bulb,$36.74," Replacement heat lamp bulb is 1200-Watt
 130-Volt bulb
 Designed for use with outdoor radiant heater H-12010 or H12010
 Made for Designers Edge Heat Zone Patio and Shop Light Heaters
 Infrared heating technology - radiant heat warms the skin up to 8 -Feet in front of the heating element","Designers Edge H11056 14-Inch Tungsten Halogen Heat Lamp Bulb with Wire Leads, 1200-Watt. Commonly used in garages, work shops, and commercial areas. Halogen heating technology, provides radiant heat and warms up the skin up to 8 feet in front of the heating element. Designed for use with designers edge h12010 infrared outdoor heat lamp fixtures. Infrared heating technology is a clean source of heat and doesn't off gas any fumes. Compatible with 120-volt applications. T-3 based tungsten halogen heat lamps are compact in size. To help ensure bulbs achieve their maximum life, install replacement lamps with clean gloves to prevent oils from contacting surface of bulb. Replacement Tungsten Heat Lamp Bulb Lamp body is 14-inches long, but with wire leads fully extended is 21-inches long.  TOLL FREE HOTLINE, 1-800-561-4321.  If you have immediate questions about application, installation, troubleshooting, or a damaged component,  please call CCI Consumer product hotline at 1-800-561-4321 or email questions to: CCI.ConsumerSupport@southwire.com. The Designers Edge (R) brand is a registered trademark of Coleman Cable Inc."
