url,title,price,short_description,full_description
http://www.amazon.com/SUPERNIGHT-Waterproof-300LEDs-Changing-Flexible/dp/B00JP3YD4W,SUPERNIGHT 16.4FT 5M SMD 5050 Waterproof 300LEDs RGBW Color Changing Flexible LED Strip Light,$13.99," LED type: 5050 SMD RGB and cool white Mixed Color LEDs
 LED Color: RGB + Cool White multi mixed color
 LED Qty: 150 RGB LEDs+ 150 Cool white LEDs
 Working Voltage: DC 12V
 Use for Architectural Lighting, Bar, Club Lighting, Theater, Store or Restaurant, Home DIY lighting","SUPERNIGHT 16.4FT 5M SMD 5050 Waterproof 300LEDs RGBW Color Changing Flexible LED Strip Light

Have you ever been complained about impurity white color in your RGB strip light? 
 Our RGBW strip light is your final answer! 
 RGB + W strips are an evolution of the RGB stripes. In this new model, an RGB LED and a white LED is fitted alternately, it combines the best of both worlds, the variety of colors of RGB LEDs with the purity of the monochromatic LEDs. This allows you, by mixing those colors to create pastel shades, this expands the color selection enormously. 
 The various LED chips can be controlled separately for white light or different colors to illuminate the chosen installation location always perfect and according to the situation. 
 The color white, can be generated by the RGB LEDs inadequate. For this reason, RGB + W strips were designed. 



Specifications:
 1. Color: RGB+White 
 2. LED Quantity: 60LEDs/m, 300LEDs/roll(150pcs RGB LED and 150pcs White LED) 
 3. View angle: 120° 
 4. Voltage: 12V DC 
 5. Current: 5A/roll 
 6. Power: 60W /roll 
 7. Strip width: 10mm PCB Board 
 8. Working Temperature:-20 to 50° 
 9. Waterproof IP65 


Package: 

 1PC * 5050 Waterproof RGBW LED strip"
http://www.amazon.com/Warm-White-SMD3528-Light-Strip/dp/B00713R2ZK,"Warm White SMD3528 LED Tape Light Strip Kit - 300 LEDs, 16.4 Ft / 5 Meter Roll, 24 Watt Power Adapter/Dimmer - 3000K, 72 Lumens per foot",$19.99," 16.4 Ft (5 Meter) Roll can be cut every three LEDs (Two Inches)
 Compatible with all 3528 LED style connectors, extensions and accessories
 72 Lumens per Foot, rated IP-30 (Indoor), Includes 2 Year Warranty
 Backed with 3M adhesive tape for easy and simple installation","The HitLights Easy-Plug Kit is designed to offer you an easy way to establish ambiance with our Warm White LED light strips. This kit incorporates flexible, indoor strips with an IP rating of IP-30. This means that they can be used for applications or areas where the strips will not be in contact with moisture, and offer a perfect solution for many indoor projects including cabinet lights, stair lighting, media lighting, living areas, etc. Our strips can be cut after every 3rd LED, and have 3M adhesive backing. S be cut to custom lengths, and mounting the entire light spool is extremely easy! This 12-volt,  LED light is safe to touch. The strip does not emit any UV or infrared light, and lasts up to 50,000 hours. The HitLights Warm White Easy-Plug Kit is simple to install, and adds a highlight effect to nearly any area in the home! The strip runs on only 1.5 Watts per foot, which is great for the environment and your electric bill! It also has a lifespan of over 50,000 hours, equating to over 10 years of using the lights 8 hours/day! This Easy-Plug kit also includes a dial dimmer and a 24 watt power adapter, so you have everything required to simply plug and play! The dial dimmer can bring the brightness to any level to suit your project’s special needs! Product Components:  •1 x 16.4 Foot roll of 3528 LED strip light • 1 x Dial Dimmer • 1 x 24 Watt Power AdapterHitLights is an American owned and operated company and has been selling LED products on Amazon for five years, and is the first Amazon Certified Brand to be UL Safety Approved. We are committed to being the best LED and strip light solution provider on Amazon."
http://www.amazon.com/Lvjing%C2%AE-Flexible-5050smd-Greenhouse-Hydroponic/dp/B00UR7FZYW,[Pack of 5] Lvjing® 2015 New 0.5m/strip 5W Led Grow Light Bar Flexible Soft Strip Light 30pcs 5050smd 25Red + 5Blue DC 12V for Indoor Plants Garden Greenhouse Hydroponic System Kit,$19.71," Lvjing 2015 new designed soft and flexible grow light bar, Pack of 5, 0.5M/strip, 5W/strip;
 Compare to the old generation, this one is made of soft light bar, can be installed in anywhere with any shape;
 Wavelength band range: blue light of 445nm / red light of 660nm;
 Add light to plants, stipulate their photosynthesis; help plants absorb nutrients, especially some trace elements; shorten the growth cycle; prevent the rampant growth of plants;
 Attention: power supply or plug is NOT included, any 12V power supply or adapter is suitable. (Please contact us if you have any problems)","Specification: 
 Item type: soft grow light bar 
 Size: 0.5M per strip 
 Product weight: 75g/strip 
 Wattage: 5W/strip 
 Number of LED: 30 leds 
 Rated Hours: 20,000 
 Wavelength : Red 660nm;Blue 445nm 
 Illumination angle: 180 degrees 
 Body temperature: less than 60°C 
 LED working temperature: less than 65°C 
 Voltage: DV 12V 
 Warranty: 1 Year 
 Certification: CCC,CE,FCC, RoHS 
 Application: indoor garden, pot plants, garden, seeding, breeding, farmland, spray plant, greenhouse plants, pipeline cultivation, flowering, etc. 

 How dose the specific wavelength work: 
 * Blue(wavelength: 400nm ~ 520nm): Help plants grow 
 * Red(wavelength: 610nm ~ 720nm): Help plants sprout and flowering , and is the key for flowering plants 
 * IR(wavelength: 730nm): IR can help plants grow; UV(wavelength: 380nm): UV can help plants grow and kill insects. But they are very harmful to human beings, so we kindly suggest you do not use IR or UV in your grow lights, but we can add 1 or 2 pieces if you really need it in a specific situation . 
 * Best lighting time: 8-12hrs 

 Attention: 
 1. The light contains no infrared ray or ultraviolet radiation. 
 2. We can customize LED grow light for you based upon your request."
http://www.amazon.com/SUPERNIGHT-Repeater-Signal-Amplifier-Strip/dp/B00E4JQDKE,"SUPERNIGHT (TM) Data Repeater RGB Signal Amplifier For SMD 3528 5050 LED Strip Light, DC 12V 12A",$6.77," RGB Amplifier is used for all our company RGB LED controller.
 In theory , RGB amplifier can be connected to numerous.
 It can accept PWM signal.
 When adding one RGB amplifier, it can connect to more than double of the number led lights.","SUPERNIGHT (TM) Data Repeater RGB Signal Amplifier For SMD 3528 5050 LED Strip Light, DC 12V 12A

 * Working temperature: -20-60℃ 
 * Supply voltage: DC 12V 
 * 0utput: 3 channels 
 * Connecting mode: common anode/cathode optional (specify the required voltage on orders) 
 * External dimension: L105*W65*H23 mm 
 * Packing size: L117*W71*H36 mm 
 * Net weight: 110g 
 * Gross weight: 140g 
 * Static power consumption: <1W 2. Uses a separate switching power supply for amplifier, the effect is even better. 
 * Lead wire should be connected correctly according to grade that connecting diagram offers. 
 * This product is not to overload."
http://www.amazon.com/We-All-Cried-End-Chinese/dp/7531337258,We All Cried in The End (Chinese Edition),Not Found,,
http://www.amazon.com/AQUEON-STRIP-LIGHT-Aqueon-Products/dp/B00K7KP2O2,AQUEON LED STRIP LIGHT BLACK 30 INCH by Aqueon Products - Glass,$143.04,30 INCH,Brand new
http://www.amazon.com/100-120V-Lights-Accessories-Single-Waterproof/dp/B00M2PMF1S,"LE® Power Plug Unit for LED 100-120V Strip Lights, 3528 LED Strip Accessories, 6A, for 50m (max) Single color Strips, Waterproof, US Plug",$4.99," Input Voltage. 100 - 120 V AC
 US Power plug
 Current: 6A (max)
 Can be connected with 50m (max) LED 100-120V Strip lights
 Applicable to 3528 single color 100-120V LED Strip Lights","Input Voltage. 100 - 120 V AC 

US Power plug

Current: 6A (max) 

Can be connected with 50m (max) LED 100-120V Strip lights 

Use for 3528 single colour 100-120V LED Strip Lights. 

For configurable options on LED Strips, please search ""Lighting EVER 4100064""on Amazon. 

About LE 
 Lighting EVER, abbreviated to LE, focuses on creating the best lighting experience. 
 Only high end LED and advanced optical design are adopted. Enjoy lighting with LE."
http://www.amazon.com/SeaMaster-LED-Strip-Light-40%2522/dp/B00MYTEDNK,"SeaMaster LED Strip Light - 40"" - Green",Not Found," SeaMaster LED Strip Light - 40"" - Green","SeaMaster LED Strip Light - 40"" - Green"
http://www.amazon.com/Dimmable-Lighting-Fluorescent-Equivalent-Accessories/dp/B00OH4XWNM,"LE® Dimmable Under Cabinet Lighting, 3 Panel Deluxe Kit, Total of 12W, 12 V DC, 900lm, Warm White, 24W Fluorescent Tube Equivalent, All Accessories Included, LED Light Bar, Strip lights",$34.99," Save electricity bill. Replace 24W fluorescent tube by 12W LED Light bars. Save 60% on electricity bill of lighting
 Easy Installation. Plug and play, easy to install in minutes.
 Complete kit with everything you need. Dimmer, remote controller, power adaptor and connectors are included. No more accessories are required to buy.
 Super bright. Total of 900lm in full brightness.","Dimmable.  Controlled by remote controller (included) 

Save electricity bill.  Replace 24W fluorescent tube by 12W LED Light bars. Save 60% on electricity bill of lighting 

Easy Installation.  Plug and play, easy to install in minutes. 

Complete kit with everything you need.  Dimmer, remote controller, power adapter and connectors are included. No more accessories are required to buy. 

Super bright.  Total of 900lm in full brightness. 

Low Voltage. 12 V DC. It's safe to use in places where you may touch. 

Flexible to use.  3 light strips can be connected together or used separately. 

Ultra Thin.  Also suitable for narrow under cabinet sections. 

Dimensions for accessories: power adapter cable: 47.24 inch, interconnecter cable: 19.68 inch, DC cord: 7.87 inch. 

Eco-Friendly.  No lead or mercury. 

No Hazardous Emissions.  No UV or IR Radiation. 

Note: The light can be dimmable or non-dimmable when you connect the light with or without the dimmer. 

About LE
 Lighting EVER, abbreviated to LE, focuses on creating the best lighting experience. 
Only high end LED and advanced optical design are adopted. Enjoy lighting with LE."
http://www.amazon.com/DODOLIGHTNESS-Connector-Adapter-Single-Welding/dp/B00J9ALQAA,DODOLIGHTNESS 10Pcs Connector Adapter Cable LED PCB Strip 3528 to 3528 Single Color 8mm Free Welding,$8.99," Avoid soldering with Easy Slide and Snap Connectors
 Compatible with 5050 single color Strip Lights
 Used for reattaching cut LED Strip Lights
 Required for taking sharp turns with the LED Strip Lights
 10 pcs LED Strip Connector Cable",100% Brand new and high quality For led strip 3528 or 5050 single colour 8mm width PCB ribbon Product: LED Strip Connector(8mm width;Single 2 pins) Pins of single color led strip: 2 pins Material:PVC Working temp:0-40C Storage temp:-20~60c No need welding Please choose connector according to led strip specification Ribbon Connector Wires Full Length:16cm/5.9'' Quantity:10pcs Package includes: 10 pcs DODOLIGHTNESS LED Strip Connector Cable
http://www.amazon.com/TronicsPros-Wireless-Controller-Multi-functional-Automotive/dp/B016TLHA9C,"TronicsPros 20 Key RF Remote Wireless RGB LED Strip Controller Aluminum Case DC 12V-24V 12A Multi-functional RF Controller LED Controller for SMD 5050 3528 LED Strip Light, Automotive Lighting, etc.",$16.49," ADVANCED MICRO CONTROL UNIT----This 20-key remote adopts advanced Radio Frequency technology. The signal can penetrate objects of certain thickness. It features long distance remote with no directionality or line of sight needed. You can control LED RGB multi-color devices up to 288 watts with this controller.
 MULTI-FUNCTIONAL----Excellent choice for RGB 5050 3528 led strip lights, automotive LED lighting or any other 12V LED lighting appliances since it can work with multiple strip lights with mini terminal screws for R,G,B and Common anode (12v+) leads. This controller also comes with a spring clip DC 12V input interface.
 CAPABLE & ERGONOMIC----Capable of running 10m of RGB 5050 SMD 300LEDs/pc OR 20m of 150LEDs/pc strip light. You can also adjust brightness level and the dynamic-changing-speed level of your LED lights. Humanized design.
 MULTIPLE MODES----This controller has 14 modes, including 8 static colors and 6 kinds of dynamic changes. Brightness is adjustable in static-color modes. Flashing, strobing, jumpy changing and gradual changing are all available.
 BRIGHTNESS & SPEED ADJUSTABLE----Brightness is adjustable in static-color modes. Speed is adjustable in dynamic-change modes. If you wanna adjust the brightness of the static color quicker, please LONG PRESS the button for brightness. If you wanna adjust the speed of the dynamic changes, please LONG PRESS the button ""SPEED+""/""SPEED-"".","This is a wireless 
RF controller with a small but powerful remote equipped with advanced 
Radio Frequency technology. 
Difference between IR and RF remote: 
IR (Infrared remotes) use light and require line of sight to operate the device. RF (Radio Frequency) remotes uses radio waves and does not require drectionality or line of sight to control your led strips. 

It is used for controlling a variety of lamps whose source of light is LED. For instance, 
flexible LED light strip, 
wall washer lamp, 
glass curtain wall light, 
automotive LED lighting, 
motorcycle lighting, 
boat lignting and so on. 


14 Modes:
8 static colors: RED, GREEN, BLUE, WHITE, ORANGE, YELLOW, CYAN, PURPLE 
6 kinds of dynamic changes: AUTO, FLASH, JUMP3, JUMP7, FADE3, FADE7 


Specification:
Input voltage: DC12-24V; 
Max Output current: 12A 
Output: 3 channels 
Remote frequency: 433MH 
Remote distance: >33ft 
Working temperature: -4¡ãF~140¡ãF 
Control mode: RF 
Connect mode: Common anode (12v+) leads & spring clip connectors for DC 12V input 
Remote powered by: CR 2025 Battery(Included) 
Shell material: Aluminum 
Controller dimension: L5.1*W2.5*H0.94 in 
Remote dimension: L3.3*W2.0*H0.28 in 
Package size: L5.4*W3.1*H2.1 in 
Package weight: 6.9 oz 


Installation notes:
The 4 wires coming out of the controller can't be incorrectly interconnected, or short circuit could occur. The ""R"" should be connected to the ""Red"" wire, The ""G"" should be connected to the ""Green"" wire, The ""B"" should be connected to the ""Blue"" wire."
http://www.amazon.com/LEDMO-Waterproof-300LEDs-Including-Control/dp/B015FZ4QLI,"LEDMO 5050 White LED Strip Light Kit (Waterproof IP67,16.4ft 300LEDs, 6000K, LED Tape Light, Including a 6-key Remote Control & a 12VDC/5A Power Supply), SilIcon Sleeve Version",$19.99," Superbright SMD 5050 top LEDs, 16.4Ft, 300LEDs, White 6000K
 Waterproof IP67, Silicon sleeve version(The whole strip light is encapsulated with silicon tube, with plastic end caps), ideal for outdoor use
 12VDC Input Voltage, Continuous length, packed with 5 meter reel, not cuttable
 Easy connection: A 12V/5A (60Watt) Power adapter and a 6-Key Remote controller (with dimmable feature) are included
 Long life span more than 50,000 hours. 1 Year warranty","FEATURES: 
 Superbright SMD 5050 top LEDs, high intensity and reliability 
 Waterproof IP67, Silicon sleeve version(The whole strip light is encapsulated with silicon tube, with plastic end caps), ideal for outdoor use 
 Continuous length, packed with 5 meter reel, not cuttable 
 Long life span 50,000+ hours in average 
 Low power consumption, 72W/roll 
 Ultra-bright but running at low temperature 


Product Specifications : 
 LED Type: Superbright SMD 5050 top LEDs 
 Color: White 6000K 
 Input Voltage: 12VDC 
 IP rating: Waterproof IP67 
 Package: 5 Mtr/Reel 
 Working Tempreture:-20¡ãto 50¡ã 


APPLICATIONS: 
 - Cove Lighting 
 - Architectural lights for canopy, corridor, window, archway 
 - Backlight or edge lighting for signage 
 - DIY lights for home use 
 - Path and contour marking 
 - Decorative lights for holidy, event, show, exhibition 


Package included :
 1 x 5M SMD 5050 White 300LEDs IP67 LED Strip 
 1 x 12VDC/5A Power Adapter 
 1 x 6-key remote controller"
http://www.amazon.com/Morpilot%C2%AE10-Portable-Wireless-wardrobe-Magnetic/dp/B015GXNYPS,2 Pack Morpilot®10 Super Bright LED PIR Sensor Portable Wireless Wall Closet Cabinet Night Light/Stairs Light/Drawer/the wardrobe Light with Magnetic Strip Stick-on Anywhere Battery Operated (Silver),$22.99," Installation: Do It Yourself LED light that is easy to install and use.An adhesive strip with magnetic fields is easily attached to and detachable from the lamp body. No tools, screws or nuts electrical wiring are required
 Power supply: Powered by 4 X AAA batteries or 4 X AAA rechargeable batteries (not included). Lighting by 10 pcs super bright pure white LEDs, low power consumption, energy-saving and environment friendly .Lighting by 10 pcs super bright pure white LEDs,LED life time can up to 35,000 or more
 Where to install: Can be installed in bedroom, bathroom, closets, cabinet, corridor, workshop, basement, garage, stairwell, roof, garage entrances and other places.Small light brings you great brighter.Make your life more easier
 Size:7.4 x 1.10 x 0.55inch (LxWxH) Very small and does not need much room.","2 Pack Morpilot® 10 Super Bright LED PIR Sensor Portable Wireless Wall Closet Cabinet Night Light   Smart automatic sensing: In dark situation, the light will light up when you get close within 3 meters and will light of 15 seconds after you walk out of its sensing range. In bight situation, even if you are in the sensing area, the light will not light up. So it is more energy saving.   Specifications:   • Sensitive Angle: 120 degrees  • Delay time:15s  • Induction distance: 3~5m  • Induction angle: Less or equal 100°  • Brightness: 80lm  • Light Work Voltage: DC3~6V  • Power supply: 4 X AAA batteries (not included)  • Static Features: Less or equal 50UV  • Load Power: 600MW  • Dimension(mm):190(L)*31(W)*15(H)  • LED Qty: 10 LEDs  • LED life: 80,000 hours or more  • Material: Aluminum + ABS Light  • LED Light Color: Pure White   Package Includes:   • 10 LEDs IR Sensor Closet light x2  • User manual x2"
http://www.amazon.com/Rayhoo-16-4ft-Flexible-Waterproof-Strips/dp/B00UI1DVP2,"Rayhoo 16.4ft/5m Flexible LED Light Strip 300 Units 5630 LEDs Waterproof DC12V 60W Light Strips, LED Tape(6000K White Light)",$9.99," Easy Installation. Self-adhesive back with adhesive tape for safe and easy application.
 Waterproof. IP65, ideal for both interior and exterior decoration
 Safe to use. The working voltage is 12V. extremely low heat. It is touchable and safe to children.
 Cuttable and linkable. Easy to cut and use with Lighting EVER accessory (include). It can be cut every 3 LEDs along the cutting marks, without damaging the rest strips.
 Flexible operations. Slim, compact and flexible PCB strip. Mount end-to-end for bendable or angled patterns, or in continuous rows.","Color:Daylight White 
Size of LEDs: 5630 
Lenth of a tape: 16.4ft 
LEDs Quantity: 300 
Working Voltage: 12V DC 
Easy Installation. Self-adhesive back with adhesive 
tape for safe and easy application. 
Safe to use. The working voltage is 12V. Extremely 
low heat. It is touchable and safe to children. 
Cuttable and linkable. Easy to cut and use with 
Lighting EVER accessory. It can be cut every 3 LEDs along the cutting marks, without damaging the rest strips. 
Waterproof: IP65 
Flexible operations. Slim, compact and flexible PCB strip. Mount end-to-end for bendable or angled patterns, or in continuous rows. 
Reduce re-lamp frequency. Lifespan is over 50000 hrs. Save effort and maintenance costs on changing lights frequently. 
Eco-friendly. RoHS compliant. No battery. No lead or mercury. No UV or IR Radiation."
http://www.amazon.com/RiteLite-LPL704-Battery-Operated-4-LED-Under-Cabinet/dp/B000R9P4GE,RiteLite LPL704 Battery-Operated 4-LED Under-Cabinet Track Light,$12.88," 4 independent light heads swivel for ideal light positioning
 LEDs last up to 100,000 hours; 3 power settings: on, dim, and off
 Includes stick, loop tape, and slide-off hard-mount bracket; batteries not included
 Measures 15.75 inches long by 1.75 inches wide by 2.5 inches tall; 2-year limited warranty","The overhang of cabinets and shelves can cast a shadow that creates dark spaces underneath, making it feel like there's less usable space than what actually exists. Quickly and easily illuminate these dark corners and overlooked areas with help from RiteLite's LPL704 under-cabinet light. The track light features a sleek-looking base with four separate light heads, each with three LEDs, for a total of 12 super-bright white LEDs that will last for up to 100,000 hours.   Four adjustable heads with three super bright LEDs apiece (view larger).  Choose from three power settings: on, dim, or off. For added convenience, the unit's multi-directional light heads swivel and pivot independently to aim the beams of light right where they're needed most. Measuring 15.75 inches long by 1.75 inches wide by 2.5 inches deep, the unobtrusive light fixture works well in a variety of applications, like under a kitchen cabinet or above a work bench for a safer workspace; in a china cabinet or above a trophy or book shelf to illuminate a collection; or in a closet or pantry for easier perusing.  For maximum space efficiency and simple set-up, the under-cabinet light has no messy cords to contend with, no need for a nearby outlet, and requires no wiring for installation. Simply peel, press, and attach. The battery-operated under-cabinet light provides a stick, loop tape, and a hard-mount bracket that easily slides off for convenient replacement of the batteries as needed. Six AAA batteries are required for operation (not included).  In addition to providing enhanced convenience for everyday living, the under-cabinet light is also a useful light source to have on hand in the home or office during emergencies, in the event of a power outage. The under-cabinet track light's sleek, sophisticated design will nicely complement almost any home decor, and RiteLite covers the unit with a two-year limited warranty. About RiteLite RiteLite proudly presents a variety of unique LED lighting solutions for the home, office, and workshop. From desk lights and book lights to puck lights, picture lights, work lights, and LED under-cabinet lights, RiteLite combines high-quality, energy-efficient products with a clean, contemporary design that elegantly beautifies as it boldly brightens.       LPL704 Battery-Operated 12-LED Under-Cabinet Track Light, Gray At a Glance  12 super bright LEDs from four light heads (three LEDs per head) Fully adjustable light heads swivel and pivot to direct light where you need it On/off switch with selectable dimmer Mounting options: hook-and-loop tape or screw mount bracket Uses six AAA batteries (not included)   See larger image."
http://www.amazon.com/SUPERNIGHT-Density-Green-Waterproof-Light/dp/B00BSODFOK,"SUPERNIGHT (TM) High Density Green Waterproof Led Light Strip, SMD 3528, 600 LEDs 5 Meter or 16 Feet LED Strip 120 Leds/M",$13.98," Self-adhesive tape on reverse for easy attachment, easy to install
 High density, 600 led. Long life span: 50,000+ hours in average
 Low temperature & low power consumption
 Ultra bright 3528 SMD LED with high intensity and reliability
 Flexible strip for curving around & durable quality","Specifications:  

- LED Type: High Quality SMD3528 LED 
- Length: 16.4FT (5M) 
- LED Quantity: 600 LEDs (120Led/M) 
- Color: Green  
- Beam angle: 120 degrees 
- Input voltage: 12V DC 
- Working Temperature: -20°to 50° 
- Protection Rate: IP65 Waterproof 
- Can be cut 3 LEDs per Unit  

Applications: 

- Widely used for home decoration use, hotels, clubs, shopping malls
- Architectural decorative lighting, boutique atmosphere lighting
- Extensively applied in Backlighting, concealed lighting, channel letter lighting
- Emergency & security lighting, advertisement sign lighting
- Decorative lights for holiday, event, show exhibition
- Applicable for automobile and bicycle decoration, border or contour lighting

Package include:  

- 1 roll 5 Meter led Cool white waterproof strip"
http://www.amazon.com/JacobsParts-Cigarette-Lighter-Adapter-Electronics/dp/B012UV3QI4,JacobsParts 12V DC 5.5mm x 2.1mm Car Cigarette Lighter Power Supply Adapter Cable for Electronics and LED Strip Lights,$4.95," Output power: 12V DC 2A (24W Max)
 DC Connector: 5.5x2.1mm DC Barrel Plug
 A fuse is located under the tip for added safety
 Cord Length: 3 Feet",Power LED lights and electronic devices in the car with this 12V DC power adapter. The 5.5x2.1mm barrel connector is the most common DC power connector used by LED lights and all kinds of electronic devices.
http://www.amazon.com/Shoreline-Marine-8-Inch-Strip-Light/dp/B00BNTZGNS,"Shoreline Marine LED 8-Inch Strip Light, White",$16.84," Pulls low amps
 High Lumens
 Size: 8"" long","The Shoreline Marine LED 8"" Strip Light is a great utility light for the dark areas on your boat. It uses very little amps and offers High Lumens."
http://www.amazon.com/TaoTronics-Waterproof-Seasonal-Decorative-Christmas/dp/B00GUDMO78,"TaoTronics LED String Lights Copper Wire Lights, Waterproof Starry String Lights, Décor Rope Lights For Seasonal Decorative Christmas Holiday, Wedding, Parties(100 Leds, 33 ft, Warm White)",$17.99," Best Seller of STRING LIGHTS on Amazon, more than 5 million satisfied customers and growing, 12 months warranty + 6 month extended after registration, and 24/7 customer support.
 Cost effective and energy efficient. The LED String Starry Light will not overheat after many hours of usage. You can safely touch it even after 14 hours of usage
 Waterproof Power Adapter, Low profile that is easy to hide away and disappear from the scene. Its safety is guaranteed with UL certification.Copper wires are also waterproof, so there is no any problem to use it in the rain.
 2700-2900K warm white-yellow Mini Led Lights are so bright and they illuminate a dark corner and create a romantic sentiment. the Decor light is perfect for spice up your decoration and add welcome feelings to your party, restaurant and shops
 High quality copper wire that is thin and flexible and coiled with paper tub so it will never make a mess, easy storage and ready for next use, reel in the string lights to keep it tidy, organized and easy to be untied.The Copper Wire Lights can be easily bended, and shaped around plants, signs, furniture and almost everything else.","SunvalleyTek/Sunvalley is SOLE TaoTronic brand seller ! ONLY products purchased from SunvalleyTek/Sunvalley are covered with TaoTronics warranty. You will own first-rate product with first-rate package, and best after-sale service. If you have purchased non-original TaoTronics products from other unauthorized sellers or fake followers, please contact the seller for return or warranty issues. you probably will have to bear inferior quality and packing, more than 15 days slow delivery time form China and weak after-sale. 

 Create a magical lighting experience for your home, party or business with the TaoTronics warm white STAR LIGHTS . Christmas, New Year's and birthday parties will glow with creativity when you include these bendable and flexible lights to your décor. Wrap them around plants or patio furniture in your garden, or even around and behind artwork in your home. Decorate your cubicle at work or use it to impress visitors to your restaurant or shop. Crafted from high-quality copper, the set is designed to be used both indoors and outdoors without worry. 5 foot adapter cord + 33 foot of lighting wire with 100 individual LEDs, this makes the star light less intense and more pleasant for the eyes. 

 TaoTronics stands behind all of its products 100%. These lights come with a 12 month warranty if you are not completely satisfied."
http://www.amazon.com/LEDwholesalers-LED-Strip-Lights-Controller/dp/B003L4KKF2,"Leegoal LEDwholesalers LED Strip Lights PWM Dimming Controller For LED Lights or Ribbon, 12 Volt 8/10 Amp, 3301",$2.80," Supply voltage: DC12V
 Output: 1 channel
 External dimension: L89 Χ W59 Χ H35
 Packing size: L96 Χ W64 Χ H65 mm","Product Information Dimmer is a controller that it can adjust brightness infinitely,its control mode is knob-operated control, you could adjust light to the appropriate lighting brightness in accordance with your actual need. Technical parameters ● Working temperature: -20-60 ℃ ● Supply voltage: DC12V ●Output: 1 channel ● External dimension: L89 Χ W59 Χ H35 mm ● Packing size: L96 Χ W64 Χ H65 mm ● Net weight:8 5 g ● Gross weight: 10g ● Static power consumption:"
http://www.amazon.com/Hobby-Ace-Decoration-Moudle-Racing-Quadcopter/dp/B0142RHQHQ,Hobby-Ace 4pcs LED Decoration Board Strip 3S LED Light Moudle for FPV Racing QAV250 Quadcopter(Blue),$9.99," LED strips Light Board 3S
 Specially designed for mini multirotor ZMR250 QAV250
 We suggest you use the 3M adhesive tape to fix for it
 More LED Decoration Board product is provided by us in Amazon.Bring your eyes into the sky and racing like a free bird, enjoy the ultimate first person view experience.","Specification: LED Light Strip ,Suitable for 4 axis, 6 axis multi-rotor Quadcopter ,aircraft and helicopter ,with light weight . Low power consumption, high brightness,indicative,comes with 3M self-adhesive . 1 Connector supporting 4 LED strip light . Voltage: 7.4-15V ,12V is the best (2s3s battery power supply) . Great performance on the quadcopter. Colour:blue Strip length : 5cm ,3pcs SMD 3528 LED light . Wire Length : 100mm Power Consumption: 50MA Package Including 4 * LED Decoration Board"
http://www.amazon.com/eTopxizu-Continuous-Waterproof-controller-Decoration/dp/B00RTCH8UM,eTopxizu 10M/32.8Ft Continuous RGB LED Strip Light 5050 SMD 30leds/m 150LEDs/Reel Full Kit 32.8FT Colorful IP65 Waterproof Flexible LED Strip + 44key IR Remote controller + DC12V 5A Power Adapter Super Long 10 Meters LED Strip Light for Indoor/Outdoor Decoration Novelty LED String Light Remote Controlled,$32.50," Color:RGB
 Working Voltage: 12V DC
 LED Quantity: 150 LEDS/5 Meter
 50,000 hrs, 12v DC Input voltage, 2A/current. Allowable cut every 3 diodes","Specifications: * LED type: SMD 5050 * Length: 32.8FT (10M) * LED Quantity: 150LEDs / 16.4FT * Color: RGB * Beam angle: 120 degrees * Input voltage: 12V DC * Working Temperature: -20C to 50C * Size: L 32.8ft x W 0.40inch x T 0.10inch * Protection Rate: IP65 Waterproof * Can be cut 3 LEDs per Unit Application: * Widely used for home decoration, hotels, clubs, shopping mails * Architectural decorative lighting, boutique atmosphere lighting * Extensively applied in Back Lighting, concealed lighting, channel letter lighting * Emergency & security lighting, advertisement sign lighting * Decorative lights for holiday, event, show exhibition * Applicable for automobile and bicycle decoration, border or contour lighting Package included: * 2 x 5 meter/1 roll 5050 150 led Light strip * 1 x 44key Control Box * 1 x Remote Controller * 1 x DC 5A Adapter"
